followee_id,followee_name,follower_id,follower_name
39490506,syriza_gr,1180221577,NektariosTzerem
39490506,syriza_gr,4853243607,nikossrfts
39490506,syriza_gr,392729404,harryspap
39490506,syriza_gr,24493965,niko_lhs
39490506,syriza_gr,4428460815,efithalassa1
39490506,syriza_gr,98737305,2009ioannis
39490506,syriza_gr,144636118,globalvillage77
39490506,syriza_gr,1246151675338993665,louitzi3
39490506,syriza_gr,312808964,ChristoforosChr
39490506,syriza_gr,1250489158784647172,grigorisbikos
39490506,syriza_gr,1179332913097297926,fayek24745648
39490506,syriza_gr,1247758970682368002,TheStatement_gr
39490506,syriza_gr,1250363439035355136,Io1562
39490506,syriza_gr,1250471770571919362,2XzMXXQNpN7gC4f
39490506,syriza_gr,1245311062905364480,GeorgiouMoshos
39490506,syriza_gr,1250460234637815810,makrosot
39490506,syriza_gr,588321048,SallyDavison3
39490506,syriza_gr,1138104792302141440,XDckdBgNy2C3oJw
39490506,syriza_gr,1249997583294107649,filip70691499
39490506,syriza_gr,1097366586611167238,Sue191339
39490506,syriza_gr,594045268,Arisanapliotis
39490506,syriza_gr,1250415075455717389,GeoAr9
39490506,syriza_gr,1250411036848644096,Apostol55399838
39490506,syriza_gr,1248569750776668160,DimitraDimou5
39490506,syriza_gr,590308731,AnKa7624
39490506,syriza_gr,29176544,kalpj
39490506,syriza_gr,1250202017701736450,D95007957
39490506,syriza_gr,761367137026015232,MclaneHeckman
39490506,syriza_gr,221858895,gellaki31
39490506,syriza_gr,1250373639163252736,Indanewsgr
39490506,syriza_gr,1250371399077769216,GrPodemos
39490506,syriza_gr,1247577692528087042,noedeurquiza
39490506,syriza_gr,1247516652704378880,Florans55508327
39490506,syriza_gr,299866294,ibrahimyunus1
39490506,syriza_gr,2930576901,PfYiouli
39490506,syriza_gr,1250310671956230144,8lx0OeWKopvxwFX
39490506,syriza_gr,1239099545700700162,Christo98952694
39490506,syriza_gr,456489210,arturlubonja
39490506,syriza_gr,3083819009,TouiXoui
39490506,syriza_gr,2706504320,ArtofSoul11
39490506,syriza_gr,171440072,djtomfurner
39490506,syriza_gr,1236607353618935810,Mgaredakis1
39490506,syriza_gr,3055764514,2Agrapidis
39490506,syriza_gr,1238907915932774401,Teratoula
39490506,syriza_gr,1307891305,ThanasisTartis
